row_index,id,family,prompt_len,answer_len
37,0122d53a,numeral_system,218,2
72,0201e198,bit_manipulation,489,8
144,03dc4d0c,gravity_formula,320,5
152,03fba6b6,text_decryption,297,20
216,05d90bdf,text_decryption,363,27
288,07d1cd39,bit_manipulation,468,8
290,07d61ec8,bit_manipulation,489,8
360,09a4e845,unit_conversion,245,5
397,0aa2c5bf,numeral_system,205,2
469,0cb88778,bit_manipulation,510,8
516,0ddca8bf,bit_manipulation,447,8
541,0e5b7624,unit_conversion,245,5
613,1029ef5a,gravity_formula,352,5
722,12d4a2df,equation_transform,197,2
798,14a31439,text_decryption,332,27
829,1564de32,numeral_system,210,4
831,157228d7,equation_transform,182,2
901,1785b78c,numeral_system,217,3
1010,1ab54795,equation_transform,207,1
1137,1e6792e6,unit_conversion,199,5
1154,1ef25240,gravity_formula,352,5
1160,1f04fa8d,gravity_formula,285,6
1191,1fcdff78,gravity_formula,284,5
1263,21b173bd,unit_conversion,240,4
1298,22a82f3f,unit_conversion,199,5
1370,24b1872e,numeral_system,226,3
1407,25e5f165,text_decryption,404,21
1409,25e89624,equation_transform,183,3
1442,26dbd20d,equation_transform,186,4
1514,2894ae33,gravity_formula,283,5
1516,289ed2c5,unit_conversion,223,5
1551,29c5f854,gravity_formula,319,5
1588,2af7134e,equation_transform,192,2
1592,2b16044a,bit_manipulation,489,8
1623,2bd7896f,unit_conversion,198,5
1625,2bdf114f,gravity_formula,320,5
1629,2bf76506,unit_conversion,241,5
1695,2dd48cac,equation_transform,194,3
1732,2f0041de,gravity_formula,285,5
1767,2fc9fc75,bit_manipulation,489,8
1816,31063a4d,bit_manipulation,468,8
1820,312e2579,numeral_system,230,2
1839,31adea79,unit_conversion,202,5
1847,31d2b597,text_decryption,425,28
1876,327cb428,gravity_formula,283,5
1911,335fa8ce,unit_conversion,246,5
1948,34390bf1,gravity_formula,353,5
1983,35514214,numeral_system,220,7
2020,361cfce9,text_decryption,348,28
2055,36eab3e6,numeral_system,208,7
2057,37148c4b,gravity_formula,354,5
2059,371c5e74,text_decryption,308,21
2168,3a3f05d5,bit_manipulation,447,8
2236,3bfa64a7,text_decryption,373,27
2308,3e4fdced,gravity_formula,351,5
2382,40700056,text_decryption,352,18
2417,4179c322,equation_transform,211,2
2452,4245e455,equation_transform,204,3
2456,4265fac8,gravity_formula,282,5
2524,444ca75d,numeral_system,216,5
2542,44e22bad,numeral_system,210,8
2567,45ae41c8,bit_manipulation,510,8
2596,4684abe0,equation_transform,186,3
2598,468bf9fc,equation_transform,190,3
2606,46b69bca,unit_conversion,244,5
2633,47720c17,bit_manipulation,468,8
2635,4789fb9c,gravity_formula,353,5
2645,47bf2d74,numeral_system,214,2
